日付,緯度,経度,日平均気温(℃)
2021-05-31,32.83433481269516,130.02409751074833,22.93
2021-06-01,32.83433481269516,130.02409751074833,23.82
2021-06-02,32.83433481269516,130.02409751074833,23.34
2021-06-03,32.83433481269516,130.02409751074833,21.94
2021-06-04,32.83433481269516,130.02409751074833,20.78
2021-06-05,32.83433481269516,130.02409751074833,19.86
2021-06-06,32.83433481269516,130.02409751074833,20.81
2021-06-07,32.83433481269516,130.02409751074833,23.18
2021-06-08,32.83433481269516,130.02409751074833,24.8
2021-06-09,32.83433481269516,130.02409751074833,26.3
2021-06-10,32.83433481269516,130.02409751074833,26.1
2021-06-11,32.83433481269516,130.02409751074833,23.95
2021-06-12,32.83433481269516,130.02409751074833,24.42
2021-06-13,32.83433481269516,130.02409751074833,24.42
2021-06-14,32.83433481269516,130.02409751074833,24.81
2021-06-15,32.83433481269516,130.02409751074833,23.23
2021-06-16,32.83433481269516,130.02409751074833,23.11
2021-06-17,32.83433481269516,130.02409751074833,23.66
2021-06-18,32.83433481269516,130.02409751074833,23.29
2021-06-19,32.83433481269516,130.02409751074833,24.21
2021-06-20,32.83433481269516,130.02409751074833,24.33
2021-06-21,32.83433481269516,130.02409751074833,24.57
2021-06-22,32.83433481269516,130.02409751074833,24.46
2021-06-23,32.83433481269516,130.02409751074833,24.26
2021-06-24,32.83433481269516,130.02409751074833,24.05
2021-06-25,32.83433481269516,130.02409751074833,24.54
2021-06-26,32.83433481269516,130.02409751074833,24.57
2021-06-27,32.83433481269516,130.02409751074833,24.81
2021-06-28,32.83433481269516,130.02409751074833,25.37
2021-06-29,32.83433481269516,130.02409751074833,25.98
2021-06-30,32.83433481269516,130.02409751074833,26.8
2021-07-01,32.83433481269516,130.02409751074833,27.91
2021-07-02,32.83433481269516,130.02409751074833,27.37
2021-07-03,32.83433481269516,130.02409751074833,26.66
2021-07-04,32.83433481269516,130.02409751074833,28.47
2021-07-05,32.83433481269516,130.02409751074833,28.44
2021-07-06,32.83433481269516,130.02409751074833,28.38
2021-07-07,32.83433481269516,130.02409751074833,28.51
2021-07-08,32.83433481269516,130.02409751074833,26.83
2021-07-09,32.83433481269516,130.02409751074833,26.82
2021-07-10,32.83433481269516,130.02409751074833,24.75
2021-07-11,32.83433481269516,130.02409751074833,26.34
2021-07-12,32.83433481269516,130.02409751074833,27.76
2021-07-13,32.83433481269516,130.02409751074833,28.04
2021-07-14,32.83433481269516,130.02409751074833,28.12
2021-07-15,32.83433481269516,130.02409751074833,27.08
2021-07-16,32.83433481269516,130.02409751074833,27.06
2021-07-17,32.83433481269516,130.02409751074833,25.65
2021-07-18,32.83433481269516,130.02409751074833,27.53
2021-07-19,32.83433481269516,130.02409751074833,28.05
2021-07-20,32.83433481269516,130.02409751074833,29.34
2021-07-21,32.83433481269516,130.02409751074833,29.34
2021-07-22,32.83433481269516,130.02409751074833,29.25
2021-07-23,32.83433481269516,130.02409751074833,29.06
2021-07-24,32.83433481269516,130.02409751074833,29.93
2021-07-25,32.83433481269516,130.02409751074833,29.04
2021-07-26,32.83433481269516,130.02409751074833,29.09
2021-07-27,32.83433481269516,130.02409751074833,28.79
2021-07-28,32.83433481269516,130.02409751074833,28.91
2021-07-29,32.83433481269516,130.02409751074833,28.76
2021-07-30,32.83433481269516,130.02409751074833,28.54
2021-07-31,32.83433481269516,130.02409751074833,28.77
2021-08-01,32.83433481269516,130.02409751074833,28.25
2021-08-02,32.83433481269516,130.02409751074833,29.1
2021-08-03,32.83433481269516,130.02409751074833,29.67
2021-08-04,32.83433481269516,130.02409751074833,30.08
2021-08-05,32.83433481269516,130.02409751074833,30.42
2021-08-06,32.83433481269516,130.02409751074833,30.79
2021-08-07,32.83433481269516,130.02409751074833,30.1
2021-08-08,32.83433481269516,130.02409751074833,27.24
2021-08-09,32.83433481269516,130.02409751074833,27.52
2021-08-10,32.83433481269516,130.02409751074833,27.0
2021-08-11,32.83433481269516,130.02409751074833,24.14
2021-08-12,32.83433481269516,130.02409751074833,25.77
2021-08-13,32.83433481269516,130.02409751074833,26.2
2021-08-14,32.83433481269516,130.02409751074833,26.52
2021-08-15,32.83433481269516,130.02409751074833,25.45
2021-08-16,32.83433481269516,130.02409751074833,24.32
2021-08-17,32.83433481269516,130.02409751074833,25.14
2021-08-18,32.83433481269516,130.02409751074833,23.88
2021-08-19,32.83433481269516,130.02409751074833,25.7
2021-08-20,32.83433481269516,130.02409751074833,25.78
2021-08-21,32.83433481269516,130.02409751074833,27.63
2021-08-22,32.83433481269516,130.02409751074833,28.15
2021-08-23,32.83433481269516,130.02409751074833,28.39
2021-08-24,32.83433481269516,130.02409751074833,28.77
2021-08-25,32.83433481269516,130.02409751074833,29.01
2021-08-26,32.83433481269516,130.02409751074833,27.79
2021-08-27,32.83433481269516,130.02409751074833,28.3
2021-08-28,32.83433481269516,130.02409751074833,27.69
2021-08-29,32.83433481269516,130.02409751074833,27.79
2021-08-30,32.83433481269516,130.02409751074833,28.13
2021-08-31,32.83433481269516,130.02409751074833,28.33
2021-09-01,32.83433481269516,130.02409751074833,27.72
2021-09-02,32.83433481269516,130.02409751074833,26.91
2021-09-03,32.83433481269516,130.02409751074833,26.81
2021-09-04,32.83433481269516,130.02409751074833,26.48
2021-09-05,32.83433481269516,130.02409751074833,25.61
2021-09-06,32.83433481269516,130.02409751074833,26.74
2021-09-07,32.83433481269516,130.02409751074833,27.05
2021-09-08,32.83433481269516,130.02409751074833,25.75
2021-09-09,32.83433481269516,130.02409751074833,25.07
2021-09-10,32.83433481269516,130.02409751074833,25.15
2021-09-11,32.83433481269516,130.02409751074833,25.03
2021-09-12,32.83433481269516,130.02409751074833,25.12
2021-09-13,32.83433481269516,130.02409751074833,24.69
2021-09-14,32.83433481269516,130.02409751074833,24.18
2021-09-15,32.83433481269516,130.02409751074833,26.27
2021-09-16,32.83433481269516,130.02409751074833,27.63
2021-09-17,32.83433481269516,130.02409751074833,25.6
2021-09-18,32.83433481269516,130.02409751074833,24.74
2021-09-19,32.83433481269516,130.02409751074833,24.9
2021-09-20,32.83433481269516,130.02409751074833,25.44
2021-09-21,32.83433481269516,130.02409751074833,26.54
2021-09-22,32.83433481269516,130.02409751074833,25.35
2021-09-23,32.83433481269516,130.02409751074833,24.82
2021-09-24,32.83433481269516,130.02409751074833,23.15
2021-09-25,32.83433481269516,130.02409751074833,23.9
2021-09-26,32.83433481269516,130.02409751074833,24.64
2021-09-27,32.83433481269516,130.02409751074833,25.38
2021-09-28,32.83433481269516,130.02409751074833,25.86
2021-09-29,32.83433481269516,130.02409751074833,26.42
2021-09-30,32.83433481269516,130.02409751074833,26.07
2021-10-01,32.83433481269516,130.02409751074833,24.92
2021-10-02,32.83433481269516,130.02409751074833,23.18
2021-10-03,32.83433481269516,130.02409751074833,23.74
2021-10-04,32.83433481269516,130.02409751074833,23.75
2021-10-05,32.83433481269516,130.02409751074833,24.11
2021-10-06,32.83433481269516,130.02409751074833,23.62
2021-10-07,32.83433481269516,130.02409751074833,23.71
2021-10-08,32.83433481269516,130.02409751074833,24.41
2021-10-09,32.83433481269516,130.02409751074833,25.36
2021-10-10,32.83433481269516,130.02409751074833,25.85
2021-10-11,32.83433481269516,130.02409751074833,25.62
2021-10-12,32.83433481269516,130.02409751074833,25.81
2021-10-13,32.83433481269516,130.02409751074833,25.39
2021-10-14,32.83433481269516,130.02409751074833,24.07
2021-10-15,32.83433481269516,130.02409751074833,21.9
2021-10-16,32.83433481269516,130.02409751074833,20.74
2021-10-17,32.83433481269516,130.02409751074833,17.6
2021-10-18,32.83433481269516,130.02409751074833,16.9
2021-10-19,32.83433481269516,130.02409751074833,17.28
2021-10-20,32.83433481269516,130.02409751074833,16.63
2021-10-21,32.83433481269516,130.02409751074833,15.3
2021-10-22,32.83433481269516,130.02409751074833,15.97
2021-10-23,32.83433481269516,130.02409751074833,16.19
2021-10-24,32.83433481269516,130.02409751074833,15.91
2021-10-25,32.83433481269516,130.02409751074833,17.03
2021-10-26,32.83433481269516,130.02409751074833,17.02
2021-10-27,32.83433481269516,130.02409751074833,17.03
2021-10-28,32.83433481269516,130.02409751074833,17.3
2021-10-29,32.83433481269516,130.02409751074833,17.45
2021-10-30,32.83433481269516,130.02409751074833,16.58
2021-10-31,32.83433481269516,130.02409751074833,17.93
2021-11-01,32.83433481269516,130.02409751074833,17.5
2021-11-02,32.83433481269516,130.02409751074833,16.31
2021-11-03,32.83433481269516,130.02409751074833,15.64
2021-11-04,32.83433481269516,130.02409751074833,15.54
2021-11-05,32.83433481269516,130.02409751074833,16.35
2021-11-06,32.83433481269516,130.02409751074833,15.36
2021-11-07,32.83433481269516,130.02409751074833,17.52
2021-11-08,32.83433481269516,130.02409751074833,16.58
2021-11-09,32.83433481269516,130.02409751074833,13.0
2021-11-10,32.83433481269516,130.02409751074833,12.41
2021-11-11,32.83433481269516,130.02409751074833,12.79
2021-11-12,32.83433481269516,130.02409751074833,11.88
2021-11-13,32.83433481269516,130.02409751074833,12.64
2021-11-14,32.83433481269516,130.02409751074833,13.55
2021-11-15,32.83433481269516,130.02409751074833,13.57
2021-11-16,32.83433481269516,130.02409751074833,13.46
2021-11-17,32.83433481269516,130.02409751074833,13.4
2021-11-18,32.83433481269516,130.02409751074833,13.75
2021-11-19,32.83433481269516,130.02409751074833,13.36
2021-11-20,32.83433481269516,130.02409751074833,13.73
2021-11-21,32.83433481269516,130.02409751074833,14.35
2021-11-22,32.83433481269516,130.02409751074833,13.25
2021-11-23,32.83433481269516,130.02409751074833,9.84
2021-11-24,32.83433481269516,130.02409751074833,11.7
2021-11-25,32.83433481269516,130.02409751074833,13.59
2021-11-26,32.83433481269516,130.02409751074833,11.8
2021-11-27,32.83433481269516,130.02409751074833,10.22
2021-11-28,32.83433481269516,130.02409751074833,9.65
2021-11-29,32.83433481269516,130.02409751074833,11.1
2021-11-30,32.83433481269516,130.02409751074833,13.5
2021-12-01,32.83433481269516,130.02409751074833,8.96
2021-12-02,32.83433481269516,130.02409751074833,6.46
2021-12-03,32.83433481269516,130.02409751074833,9.26
2021-12-04,32.83433481269516,130.02409751074833,8.34
2021-12-05,32.83433481269516,130.02409751074833,8.58
2021-12-06,32.83433481269516,130.02409751074833,9.76
2021-12-07,32.83433481269516,130.02409751074833,10.54
2021-12-08,32.83433481269516,130.02409751074833,12.02
2021-12-09,32.83433481269516,130.02409751074833,10.71
2021-12-10,32.83433481269516,130.02409751074833,12.36
2021-12-11,32.83433481269516,130.02409751074833,12.08
2021-12-12,32.83433481269516,130.02409751074833,12.62
2021-12-13,32.83433481269516,130.02409751074833,7.94
2021-12-14,32.83433481269516,130.02409751074833,7.17
2021-12-15,32.83433481269516,130.02409751074833,9.35
2021-12-16,32.83433481269516,130.02409751074833,12.09
2021-12-17,32.83433481269516,130.02409751074833,8.33
2021-12-18,32.83433481269516,130.02409751074833,3.91
2021-12-19,32.83433481269516,130.02409751074833,6.59
2021-12-20,32.83433481269516,130.02409751074833,8.37
2021-12-21,32.83433481269516,130.02409751074833,11.42
2021-12-22,32.83433481269516,130.02409751074833,9.99
2021-12-23,32.83433481269516,130.02409751074833,8.85
2021-12-24,32.83433481269516,130.02409751074833,9.23
2021-12-25,32.83433481269516,130.02409751074833,6.5
2021-12-26,32.83433481269516,130.02409751074833,1.66
2021-12-27,32.83433481269516,130.02409751074833,3.03
2021-12-28,32.83433481269516,130.02409751074833,5.37
2021-12-29,32.83433481269516,130.02409751074833,8.01
2021-12-30,32.83433481269516,130.02409751074833,7.66
2021-12-31,32.83433481269516,130.02409751074833,4.91
2022-01-01,32.83433481269516,130.02409751074833,4.23
2022-01-02,32.83433481269516,130.02409751074833,6.47
2022-01-03,32.83433481269516,130.02409751074833,6.58
2022-01-04,32.83433481269516,130.02409751074833,6.21
2022-01-05,32.83433481269516,130.02409751074833,6.53
2022-01-06,32.83433481269516,130.02409751074833,7.75
2022-01-07,32.83433481269516,130.02409751074833,6.62
2022-01-08,32.83433481269516,130.02409751074833,7.13
2022-01-09,32.83433481269516,130.02409751074833,7.78
2022-01-10,32.83433481269516,130.02409751074833,7.49
2022-01-11,32.83433481269516,130.02409751074833,5.83
2022-01-12,32.83433481269516,130.02409751074833,4.08
2022-01-13,32.83433481269516,130.02409751074833,4.66
2022-01-14,32.83433481269516,130.02409751074833,4.12
2022-01-15,32.83433481269516,130.02409751074833,4.78
2022-01-16,32.83433481269516,130.02409751074833,7.19
2022-01-17,32.83433481269516,130.02409751074833,6.66
2022-01-18,32.83433481269516,130.02409751074833,5.65
2022-01-19,32.83433481269516,130.02409751074833,3.78
2022-01-20,32.83433481269516,130.02409751074833,5.99
2022-01-21,32.83433481269516,130.02409751074833,5.96
2022-01-22,32.83433481269516,130.02409751074833,6.96
2022-01-23,32.83433481269516,130.02409751074833,8.72
2022-01-24,32.83433481269516,130.02409751074833,9.13
2022-01-25,32.83433481269516,130.02409751074833,7.86
2022-01-26,32.83433481269516,130.02409751074833,8.9
2022-01-27,32.83433481269516,130.02409751074833,7.9
2022-01-28,32.83433481269516,130.02409751074833,7.64
2022-01-29,32.83433481269516,130.02409751074833,7.28
2022-01-30,32.83433481269516,130.02409751074833,7.38
2022-01-31,32.83433481269516,130.02409751074833,5.82
2022-02-01,32.83433481269516,130.02409751074833,6.02
2022-02-02,32.83433481269516,130.02409751074833,4.8
2022-02-03,32.83433481269516,130.02409751074833,6.11
2022-02-04,32.83433481269516,130.02409751074833,5.87
2022-02-05,32.83433481269516,130.02409751074833,4.16
2022-02-06,32.83433481269516,130.02409751074833,4.11
2022-02-07,32.83433481269516,130.02409751074833,5.69
2022-02-08,32.83433481269516,130.02409751074833,6.42
2022-02-09,32.83433481269516,130.02409751074833,7.47
2022-02-10,32.83433481269516,130.02409751074833,8.35
2022-02-11,32.83433481269516,130.02409751074833,7.51
2022-02-12,32.83433481269516,130.02409751074833,8.95
2022-02-13,32.83433481269516,130.02409751074833,9.07
2022-02-14,32.83433481269516,130.02409751074833,9.79
2022-02-15,32.83433481269516,130.02409751074833,7.41
2022-02-16,32.83433481269516,130.02409751074833,4.04
2022-02-17,32.83433481269516,130.02409751074833,2.0
2022-02-18,32.83433481269516,130.02409751074833,5.44
2022-02-19,32.83433481269516,130.02409751074833,6.35
2022-02-20,32.83433481269516,130.02409751074833,3.6
2022-02-21,32.83433481269516,130.02409751074833,3.58
2022-02-22,32.83433481269516,130.02409751074833,5.12
2022-02-23,32.83433481269516,130.02409751074833,4.36
2022-02-24,32.83433481269516,130.02409751074833,3.59
2022-02-25,32.83433481269516,130.02409751074833,5.71
2022-02-26,32.83433481269516,130.02409751074833,7.39
2022-02-27,32.83433481269516,130.02409751074833,9.73
2022-02-28,32.83433481269516,130.02409751074833,8.41
2022-03-01,32.83433481269516,130.02409751074833,11.93
2022-03-02,32.83433481269516,130.02409751074833,9.37
2022-03-03,32.83433481269516,130.02409751074833,8.51
2022-03-04,32.83433481269516,130.02409751074833,7.86
2022-03-05,32.83433481269516,130.02409751074833,10.28
2022-03-06,32.83433481269516,130.02409751074833,7.47
2022-03-07,32.83433481269516,130.02409751074833,7.35
2022-03-08,32.83433481269516,130.02409751074833,8.4
2022-03-09,32.83433481269516,130.02409751074833,9.93
2022-03-10,32.83433481269516,130.02409751074833,10.58
2022-03-11,32.83433481269516,130.02409751074833,13.77
2022-03-12,32.83433481269516,130.02409751074833,16.38
2022-03-13,32.83433481269516,130.02409751074833,17.55
2022-03-14,32.83433481269516,130.02409751074833,18.66
2022-03-15,32.83433481269516,130.02409751074833,15.72
2022-03-16,32.83433481269516,130.02409751074833,15.0
2022-03-17,32.83433481269516,130.02409751074833,14.6
2022-03-18,32.83433481269516,130.02409751074833,12.84
2022-03-19,32.83433481269516,130.02409751074833,10.22
2022-03-20,32.83433481269516,130.02409751074833,10.41
2022-03-21,32.83433481269516,130.02409751074833,10.21
2022-03-22,32.83433481269516,130.02409751074833,11.22
2022-03-23,32.83433481269516,130.02409751074833,8.98
2022-03-24,32.83433481269516,130.02409751074833,10.2
2022-03-25,32.83433481269516,130.02409751074833,14.59
2022-03-26,32.83433481269516,130.02409751074833,16.06
2022-03-27,32.83433481269516,130.02409751074833,15.49
2022-03-28,32.83433481269516,130.02409751074833,13.44
2022-03-29,32.83433481269516,130.02409751074833,14.16
2022-03-30,32.83433481269516,130.02409751074833,17.76
2022-03-31,32.83433481269516,130.02409751074833,15.98
2022-04-01,32.83433481269516,130.02409751074833,12.37
2022-04-02,32.83433481269516,130.02409751074833,10.79
2022-04-03,32.83433481269516,130.02409751074833,11.83
2022-04-04,32.83433481269516,130.02409751074833,12.4
2022-04-05,32.83433481269516,130.02409751074833,12.63
2022-04-06,32.83433481269516,130.02409751074833,14.84
2022-04-07,32.83433481269516,130.02409751074833,14.58
2022-04-08,32.83433481269516,130.02409751074833,15.62
2022-04-09,32.83433481269516,130.02409751074833,16.33
2022-04-10,32.83433481269516,130.02409751074833,17.57
2022-04-11,32.83433481269516,130.02409751074833,17.15
2022-04-12,32.83433481269516,130.02409751074833,19.5
2022-04-13,32.83433481269516,130.02409751074833,18.6
2022-04-14,32.83433481269516,130.02409751074833,16.6
2022-04-15,32.83433481269516,130.02409751074833,15.37
2022-04-16,32.83433481269516,130.02409751074833,13.61
2022-04-17,32.83433481269516,130.02409751074833,14.72
2022-04-18,32.83433481269516,130.02409751074833,15.19
2022-04-19,32.83433481269516,130.02409751074833,16.32
2022-04-20,32.83433481269516,130.02409751074833,17.26
2022-04-21,32.83433481269516,130.02409751074833,15.46
2022-04-22,32.83433481269516,130.02409751074833,17.23
2022-04-23,32.83433481269516,130.02409751074833,17.23
2022-04-24,32.83433481269516,130.02409751074833,19.23
2022-04-25,32.83433481269516,130.02409751074833,20.64
2022-04-26,32.83433481269516,130.02409751074833,22.59
2022-04-27,32.83433481269516,130.02409751074833,20.7
2022-04-28,32.83433481269516,130.02409751074833,19.97
2022-04-29,32.83433481269516,130.02409751074833,16.77
2022-04-30,32.83433481269516,130.02409751074833,15.88
2022-05-01,32.83433481269516,130.02409751074833,16.37
2022-05-02,32.83433481269516,130.02409751074833,16.58
2022-05-03,32.83433481269516,130.02409751074833,16.97
2022-05-04,32.83433481269516,130.02409751074833,17.33
2022-05-05,32.83433481269516,130.02409751074833,19.81
2022-05-06,32.83433481269516,130.02409751074833,20.28
2022-05-07,32.83433481269516,130.02409751074833,21.21
2022-05-08,32.83433481269516,130.02409751074833,20.57
2022-05-09,32.83433481269516,130.02409751074833,19.59
2022-05-10,32.83433481269516,130.02409751074833,20.5
2022-05-11,32.83433481269516,130.02409751074833,20.4
2022-05-12,32.83433481269516,130.02409751074833,21.19
2022-05-13,32.83433481269516,130.02409751074833,20.08
2022-05-14,32.83433481269516,130.02409751074833,19.48
2022-05-15,32.83433481269516,130.02409751074833,16.94
2022-05-16,32.83433481269516,130.02409751074833,17.88
2022-05-17,32.83433481269516,130.02409751074833,19.05
2022-05-18,32.83433481269516,130.02409751074833,20.04
2022-05-19,32.83433481269516,130.02409751074833,19.54
2022-05-20,32.83433481269516,130.02409751074833,19.5
2022-05-21,32.83433481269516,130.02409751074833,20.56
2022-05-22,32.83433481269516,130.02409751074833,21.3
2022-05-23,32.83433481269516,130.02409751074833,20.92
2022-05-24,32.83433481269516,130.02409751074833,22.51
2022-05-25,32.83433481269516,130.02409751074833,23.39
2022-05-26,32.83433481269516,130.02409751074833,21.06
2022-05-27,32.83433481269516,130.02409751074833,21.46
2022-05-28,32.83433481269516,130.02409751074833,22.24
2022-05-29,32.83433481269516,130.02409751074833,22.15
2022-05-30,32.83433481269516,130.02409751074833,21.24
2022-05-31,32.83433481269516,130.02409751074833,22.69
2022-06-01,32.83433481269516,130.02409751074833,21.34
2022-06-02,32.83433481269516,130.02409751074833,22.07
2022-06-03,32.83433481269516,130.02409751074833,22.76
2022-06-04,32.83433481269516,130.02409751074833,23.95
2022-06-05,32.83433481269516,130.02409751074833,20.58
2022-06-06,32.83433481269516,130.02409751074833,21.83
2022-06-07,32.83433481269516,130.02409751074833,21.44
2022-06-08,32.83433481269516,130.02409751074833,22.34
2022-06-09,32.83433481269516,130.02409751074833,23.06
2022-06-10,32.83433481269516,130.02409751074833,23.53
2022-06-11,32.83433481269516,130.02409751074833,21.33
2022-06-12,32.83433481269516,130.02409751074833,23.16
2022-06-13,32.83433481269516,130.02409751074833,20.7
2022-06-14,32.83433481269516,130.02409751074833,21.58
2022-06-15,32.83433481269516,130.02409751074833,23.58
2022-06-16,32.83433481269516,130.02409751074833,24.3
2022-06-17,32.83433481269516,130.02409751074833,25.06
2022-06-18,32.83433481269516,130.02409751074833,25.51
2022-06-19,32.83433481269516,130.02409751074833,25.15
2022-06-20,32.83433481269516,130.02409751074833,24.07
2022-06-21,32.83433481269516,130.02409751074833,24.05
2022-06-22,32.83433481269516,130.02409751074833,25.24
2022-06-23,32.83433481269516,130.02409751074833,27.51
2022-06-24,32.83433481269516,130.02409751074833,26.85
2022-06-25,32.83433481269516,130.02409751074833,25.18
2022-06-26,32.83433481269516,130.02409751074833,26.86
2022-06-27,32.83433481269516,130.02409751074833,28.67
2022-06-28,32.83433481269516,130.02409751074833,28.5
2022-06-29,32.83433481269516,130.02409751074833,28.84
2022-06-30,32.83433481269516,130.02409751074833,28.72
2022-07-01,32.83433481269516,130.02409751074833,28.8
2022-07-02,32.83433481269516,130.02409751074833,28.45
2022-07-03,32.83433481269516,130.02409751074833,28.72
2022-07-04,32.83433481269516,130.02409751074833,27.25
2022-07-05,32.83433481269516,130.02409751074833,26.63
2022-07-06,32.83433481269516,130.02409751074833,27.7
2022-07-07,32.83433481269516,130.02409751074833,28.55
2022-07-08,32.83433481269516,130.02409751074833,28.7
2022-07-09,32.83433481269516,130.02409751074833,28.1
2022-07-10,32.83433481269516,130.02409751074833,28.22
2022-07-11,32.83433481269516,130.02409751074833,28.45
2022-07-12,32.83433481269516,130.02409751074833,28.5
2022-07-13,32.83433481269516,130.02409751074833,28.51
2022-07-14,32.83433481269516,130.02409751074833,28.86
2022-07-15,32.83433481269516,130.02409751074833,26.71
2022-07-16,32.83433481269516,130.02409751074833,27.15
2022-07-17,32.83433481269516,130.02409751074833,26.38
2022-07-18,32.83433481269516,130.02409751074833,28.21
2022-07-19,32.83433481269516,130.02409751074833,27.53
2022-07-20,32.83433481269516,130.02409751074833,27.35
2022-07-21,32.83433481269516,130.02409751074833,28.44
2022-07-22,32.83433481269516,130.02409751074833,26.93
2022-07-23,32.83433481269516,130.02409751074833,26.42
2022-07-24,32.83433481269516,130.02409751074833,27.53
2022-07-25,32.83433481269516,130.02409751074833,28.46
2022-07-26,32.83433481269516,130.02409751074833,27.96
2022-07-27,32.83433481269516,130.02409751074833,28.83
2022-07-28,32.83433481269516,130.02409751074833,30.56
2022-07-29,32.83433481269516,130.02409751074833,31.24
2022-07-30,32.83433481269516,130.02409751074833,30.33
2022-07-31,32.83433481269516,130.02409751074833,29.69
2022-08-01,32.83433481269516,130.02409751074833,30.08
2022-08-02,32.83433481269516,130.02409751074833,30.0
2022-08-03,32.83433481269516,130.02409751074833,29.62
2022-08-04,32.83433481269516,130.02409751074833,29.44
2022-08-05,32.83433481269516,130.02409751074833,29.74
2022-08-06,32.83433481269516,130.02409751074833,29.42
2022-08-07,32.83433481269516,130.02409751074833,29.1
2022-08-08,32.83433481269516,130.02409751074833,29.81
2022-08-09,32.83433481269516,130.02409751074833,29.57
2022-08-10,32.83433481269516,130.02409751074833,29.81
2022-08-11,32.83433481269516,130.02409751074833,29.85
2022-08-12,32.83433481269516,130.02409751074833,28.05
2022-08-13,32.83433481269516,130.02409751074833,28.85
2022-08-14,32.83433481269516,130.02409751074833,30.04
2022-08-15,32.83433481269516,130.02409751074833,29.54
2022-08-16,32.83433481269516,130.02409751074833,29.46
2022-08-17,32.83433481269516,130.02409751074833,27.52
2022-08-18,32.83433481269516,130.02409751074833,27.11
2022-08-19,32.83433481269516,130.02409751074833,29.19
2022-08-20,32.83433481269516,130.02409751074833,30.08
2022-08-21,32.83433481269516,130.02409751074833,29.59
2022-08-22,32.83433481269516,130.02409751074833,29.19
2022-08-23,32.83433481269516,130.02409751074833,28.79
2022-08-24,32.83433481269516,130.02409751074833,27.57
2022-08-25,32.83433481269516,130.02409751074833,27.61
2022-08-26,32.83433481269516,130.02409751074833,26.59
2022-08-27,32.83433481269516,130.02409751074833,26.73
2022-08-28,32.83433481269516,130.02409751074833,26.69
2022-08-29,32.83433481269516,130.02409751074833,27.61
2022-08-30,32.83433481269516,130.02409751074833,28.66
2022-08-31,32.83433481269516,130.02409751074833,28.93
2022-09-01,32.83433481269516,130.02409751074833,27.25
2022-09-02,32.83433481269516,130.02409751074833,26.12
2022-09-03,32.83433481269516,130.02409751074833,25.91
2022-09-04,32.83433481269516,130.02409751074833,28.46
2022-09-05,32.83433481269516,130.02409751074833,28.53
2022-09-06,32.83433481269516,130.02409751074833,25.38
2022-09-07,32.83433481269516,130.02409751074833,24.3
2022-09-08,32.83433481269516,130.02409751074833,25.32
2022-09-09,32.83433481269516,130.02409751074833,26.17
2022-09-10,32.83433481269516,130.02409751074833,26.71
2022-09-11,32.83433481269516,130.02409751074833,27.79
2022-09-12,32.83433481269516,130.02409751074833,29.06
2022-09-13,32.83433481269516,130.02409751074833,29.77
2022-09-14,32.83433481269516,130.02409751074833,30.27
2022-09-15,32.83433481269516,130.02409751074833,29.65
2022-09-16,32.83433481269516,130.02409751074833,28.74
2022-09-17,32.83433481269516,130.02409751074833,27.59
2022-09-18,32.83433481269516,130.02409751074833,27.08
2022-09-19,32.83433481269516,130.02409751074833,24.71
2022-09-20,32.83433481269516,130.02409751074833,21.72
2022-09-21,32.83433481269516,130.02409751074833,21.66
2022-09-22,32.83433481269516,130.02409751074833,23.6
2022-09-23,32.83433481269516,130.02409751074833,23.39
2022-09-24,32.83433481269516,130.02409751074833,22.98
2022-09-25,32.83433481269516,130.02409751074833,23.89
2022-09-26,32.83433481269516,130.02409751074833,24.82
2022-09-27,32.83433481269516,130.02409751074833,23.19
2022-09-28,32.83433481269516,130.02409751074833,22.94
2022-09-29,32.83433481269516,130.02409751074833,23.08
2022-09-30,32.83433481269516,130.02409751074833,22.92
2022-10-01,32.83433481269516,130.02409751074833,23.01
2022-10-02,32.83433481269516,130.02409751074833,23.99
2022-10-03,32.83433481269516,130.02409751074833,25.21
2022-10-04,32.83433481269516,130.02409751074833,25.67
2022-10-05,32.83433481269516,130.02409751074833,22.55
2022-10-06,32.83433481269516,130.02409751074833,21.25
2022-10-07,32.83433481269516,130.02409751074833,18.93
2022-10-08,32.83433481269516,130.02409751074833,19.63
2022-10-09,32.83433481269516,130.02409751074833,18.59
2022-10-10,32.83433481269516,130.02409751074833,18.41
2022-10-11,32.83433481269516,130.02409751074833,17.07
2022-10-12,32.83433481269516,130.02409751074833,18.1
2022-10-13,32.83433481269516,130.02409751074833,20.06
2022-10-14,32.83433481269516,130.02409751074833,20.92
2022-10-15,32.83433481269516,130.02409751074833,21.21
2022-10-16,32.83433481269516,130.02409751074833,21.39
2022-10-17,32.83433481269516,130.02409751074833,20.06
2022-10-18,32.83433481269516,130.02409751074833,17.23
2022-10-19,32.83433481269516,130.02409751074833,16.17
2022-10-20,32.83433481269516,130.02409751074833,16.57
2022-10-21,32.83433481269516,130.02409751074833,18.77
2022-10-22,32.83433481269516,130.02409751074833,21.65
2022-10-23,32.83433481269516,130.02409751074833,20.61
2022-10-24,32.83433481269516,130.02409751074833,16.7
2022-10-25,32.83433481269516,130.02409751074833,15.59
2022-10-26,32.83433481269516,130.02409751074833,16.22
2022-10-27,32.83433481269516,130.02409751074833,15.86
2022-10-28,32.83433481269516,130.02409751074833,17.44
2022-10-29,32.83433481269516,130.02409751074833,17.42
